STNAME,CTYNAME,Year,Population
Alabama,Alabama,2006,4597688
Alabama,Autauga County,2006,49105
Alabama,Baldwin County,2006,168516
Alabama,Barbour County,2006,29556
Alabama,Bibb County,2006,21285
Alabama,Blount County,2006,55978
Alabama,Bullock County,2006,10739
Alabama,Butler County,2006,20231
Alabama,Calhoun County,2006,112453
Alabama,Chambers County,2006,34822
Alabama,Cherokee County,2006,24531
Alabama,Chilton County,2006,41821
Alabama,Choctaw County,2006,14389
Alabama,Clarke County,2006,26729
Alabama,Clay County,2006,13777
Alabama,Cleburne County,2006,14433
Alabama,Coffee County,2006,45639
Alabama,Colbert County,2006,54462
Alabama,Conecuh County,2006,13309
Alabama,Coosa County,2006,10857
Alabama,Covington County,2006,36717
Alabama,Crenshaw County,2006,13688
Alabama,Cullman County,2006,79871
Alabama,Dale County,2006,48038
Alabama,Dallas County,2006,43050
Alabama,DeKalb County,2006,67447
Alabama,Elmore County,2006,75511
Alabama,Escambia County,2006,37572
Alabama,Etowah County,2006,102854
Alabama,Fayette County,2006,17758
Alabama,Franklin County,2006,30791
Alabama,Geneva County,2006,25769
Alabama,Greene County,2006,9119
Alabama,Hale County,2006,17901
Alabama,Henry County,2006,16555
Alabama,Houston County,2006,95511
Alabama,Jackson County,2006,52998
Alabama,Jefferson County,2006,661447
Alabama,Lamar County,2006,14456
Alabama,Lauderdale County,2006,87992
Alabama,Lawrence County,2006,33875
Alabama,Lee County,2006,128217
Alabama,Limestone County,2006,71795
Alabama,Lowndes County,2006,12711
Alabama,Macon County,2006,22544
Alabama,Madison County,2006,307509
Alabama,Marengo County,2006,21335
Alabama,Marion County,2006,29585
Alabama,Marshall County,2006,86760
Alabama,Mobile County,2006,402199
Alabama,Monroe County,2006,22986
Alabama,Montgomery County,2006,225333
Alabama,Morgan County,2006,114297
Alabama,Perry County,2006,10554
Alabama,Pickens County,2006,19698
Alabama,Pike County,2006,29975
Alabama,Randolph County,2006,22461
Alabama,Russell County,2006,49695
Alabama,St. Clair County,2006,75223
Alabama,Shelby County,2006,178840
Alabama,Sumter County,2006,13471
Alabama,Talladega County,2006,80124
Alabama,Tallapoosa County,2006,40719
Alabama,Tuscaloosa County,2006,176899
Alabama,Walker County,2006,68978
Alabama,Washington County,2006,17369
Alabama,Wilcox County,2006,12538
Alabama,Winston County,2006,24321
Alaska,Alaska,2006,677325
Alaska,Aleutians East Borough,2006,2619
Alaska,Aleutians West Census Area,2006,5019
Alaska,Anchorage Municipality,2006,279935
Alaska,Bethel Census Area,2006,17090
Alaska,Bristol Bay Borough,2006,1038
Alaska,Denali Borough,2006,1828
Alaska,Dillingham Census Area,2006,4945
Alaska,Fairbanks North Star Borough,2006,94803
Alaska,Haines Borough,2006,2245
Alaska,Hoonah-Angoon Census Area,2006,2228
Alaska,Juneau City and Borough,2006,30681
Alaska,Kenai Peninsula Borough,2006,52179
Alaska,Ketchikan Gateway Borough,2006,13302
Alaska,Kodiak Island Borough,2006,13093
Alaska,Lake and Peninsula Borough,2006,1529
Alaska,Matanuska-Susitna Borough,2006,79406
Alaska,Nome Census Area,2006,9293
Alaska,North Slope Borough,2006,6675
Alaska,Northwest Arctic Borough,2006,7438
Alaska,Petersburg Borough,2006,3876
Alaska,Prince of Wales-Hyder Census Area,2006,5646
Alaska,Sitka City and Borough,2006,8940
Alaska,Skagway Municipality,2006,909
Alaska,Southeast Fairbanks Census Area,2006,6758
Alaska,Valdez-Cordova Census Area,2006,9715
Alaska,Kusilvak Census Area,2006,7464
Alaska,Wrangell City and Borough,2006,2168
Alaska,Yakutat City and Borough,2006,658
Alaska,Yukon-Koyukuk Census Area,2006,5845
Arizona,Arizona,2006,6192100
Arizona,Apache County,2006,69066
Arizona,Cochise County,2006,126751
Arizona,Coconino County,2006,126029
Arizona,Gila County,2006,51635
Arizona,Graham County,2006,33286
Arizona,Greenlee County,2006,7465
Arizona,La Paz County,2006,20118
Arizona,Maricopa County,2006,3776118
Arizona,Mohave County,2006,192724
Arizona,Navajo County,2006,109000
Arizona,Pima County,2006,975476
Arizona,Pinal County,2006,270453
Arizona,Santa Cruz County,2006,42040
Arizona,Yavapai County,2006,206672
Arizona,Yuma County,2006,185267
Arkansas,Arkansas,2006,2815097
Arkansas,Arkansas County,2006,19655
Arkansas,Ashley County,2006,22515
Arkansas,Baxter County,2006,41155
Arkansas,Benton County,2006,201509
Arkansas,Boone County,2006,35959
Arkansas,Bradley County,2006,11986
Arkansas,Calhoun County,2006,5526
Arkansas,Carroll County,2006,27083
Arkansas,Chicot County,2006,12501
Arkansas,Clark County,2006,23392
Arkansas,Clay County,2006,16315
Arkansas,Cleburne County,2006,25176
Arkansas,Cleveland County,2006,8692
Arkansas,Columbia County,2006,24622
Arkansas,Conway County,2006,20481
Arkansas,Craighead County,2006,89669
Arkansas,Crawford County,2006,58077
Arkansas,Crittenden County,2006,51817
Arkansas,Cross County,2006,18911
Arkansas,Dallas County,2006,8321
Arkansas,Desha County,2006,14016
Arkansas,Drew County,2006,18814
Arkansas,Faulkner County,2006,102331
Arkansas,Franklin County,2006,18031
Arkansas,Fulton County,2006,11643
Arkansas,Garland County,2006,95492
Arkansas,Grant County,2006,17455
Arkansas,Greene County,2006,39907
Arkansas,Hempstead County,2006,23169
Arkansas,Hot Spring County,2006,31580
Arkansas,Howard County,2006,14220
Arkansas,Independence County,2006,34377
Arkansas,Izard County,2006,13138
Arkansas,Jackson County,2006,17178
Arkansas,Jefferson County,2006,80405
Arkansas,Johnson County,2006,24295
Arkansas,Lafayette County,2006,7754
Arkansas,Lawrence County,2006,16813
Arkansas,Lee County,2006,10941
Arkansas,Lincoln County,2006,13833
Arkansas,Little River County,2006,12952
Arkansas,Logan County,2006,22586
Arkansas,Lonoke County,2006,61940
Arkansas,Madison County,2006,15308
Arkansas,Marion County,2006,16584
Arkansas,Miller County,2006,42812
Arkansas,Mississippi County,2006,46736
Arkansas,Monroe County,2006,8848
Arkansas,Montgomery County,2006,9081
Arkansas,Nevada County,2006,9442
Arkansas,Newton County,2006,8377
Arkansas,Ouachita County,2006,26281
Arkansas,Perry County,2006,10237
Arkansas,Phillips County,2006,22458
Arkansas,Pike County,2006,10814
Arkansas,Poinsett County,2006,24949
Arkansas,Polk County,2006,20183
Arkansas,Pope County,2006,58397
Arkansas,Prairie County,2006,8876
Arkansas,Pulaski County,2006,373005
Arkansas,Randolph County,2006,18163
Arkansas,St. Francis County,2006,27095
Arkansas,Saline County,2006,92696
Arkansas,Scott County,2006,11230
Arkansas,Searcy County,2006,8025
Arkansas,Sebastian County,2006,120365
Arkansas,Sevier County,2006,16304
Arkansas,Sharp County,2006,17814
Arkansas,Stone County,2006,11987
Arkansas,Union County,2006,43460
Arkansas,Van Buren County,2006,16366
Arkansas,Washington County,2006,190581
Arkansas,White County,2006,72781
Arkansas,Woodruff County,2006,7875
Arkansas,Yell County,2006,21735
California,California,2006,35979208
California,Alameda County,2006,1438193
California,Alpine County,2006,1158
California,Amador County,2006,38072
California,Butte County,2006,216933
California,Calaveras County,2006,46524
California,Colusa County,2006,20889
California,Contra Costa County,2006,1001303
California,Del Norte County,2006,28441
California,El Dorado County,2006,174995
California,Fresno County,2006,878024
California,Glenn County,2006,27714
California,Humboldt County,2006,129033
California,Imperial County,2006,156792
California,Inyo County,2006,17499
California,Kern County,2006,768209
California,Kings County,2006,145168
California,Lake County,2006,64623
California,Lassen County,2006,34078
California,Los Angeles County,2006,9760598
California,Madera County,2006,142865
California,Marin County,2006,244336
California,Mariposa County,2006,17896
California,Mendocino County,2006,85959
California,Merced County,2006,240516
California,Modoc County,2006,9252
California,Mono County,2006,13102
California,Monterey County,2006,401374
California,Napa County,2006,130818
California,Nevada County,2006,96772
California,Orange County,2006,2953062
California,Placer County,2006,324213
California,Plumas County,2006,20704
California,Riverside County,2006,1994840
California,Sacramento County,2006,1362328
California,San Benito County,2006,54468
California,San Bernardino County,2006,1973664
California,San Diego County,2006,2947222
California,San Francisco County,2006,786149
California,San Joaquin County,2006,659897
California,San Luis Obispo County,2006,259366
California,San Mateo County,2006,692802
California,Santa Barbara County,2006,398656
California,Santa Clara County,2006,1700089
California,Santa Cruz County,2006,248758
California,Shasta County,2006,178449
California,Sierra County,2006,3371
California,Siskiyou County,2006,44220
California,Solano County,2006,406181
California,Sonoma County,2006,459783
California,Stanislaus County,2006,502989
California,Sutter County,2006,89746
California,Tehama County,2006,60374
California,Trinity County,2006,13865
California,Tulare County,2006,409641
California,Tuolumne County,2006,56068
California,Ventura County,2006,788073
California,Yolo County,2006,189082
California,Yuba County,2006,70012
Colorado,Colorado,2006,4753044
Colorado,Adams County,2006,409532
Colorado,Alamosa County,2006,15288
Colorado,Arapahoe County,2006,532347
Colorado,Archuleta County,2006,12096
Colorado,Baca County,2006,3912
Colorado,Bent County,2006,6070
Colorado,Boulder County,2006,291449
Colorado,Broomfield County,2006,51454
Colorado,Chaffee County,2006,16626
Colorado,Cheyenne County,2006,1833
Colorado,Clear Creek County,2006,8869
Colorado,Conejos County,2006,8083
Colorado,Costilla County,2006,3341
Colorado,Crowley County,2006,6242
Colorado,Custer County,2006,3863
Colorado,Delta County,2006,29899
Colorado,Denver County,2006,568692
Colorado,Dolores County,2006,1892
Colorado,Douglas County,2006,259881
Colorado,Eagle County,2006,49112
Colorado,Elbert County,2006,22648
Colorado,El Paso County,2006,579710
Colorado,Fremont County,2006,47203
Colorado,Garfield County,2006,51111
Colorado,Gilpin County,2006,5034
Colorado,Grand County,2006,13373
Colorado,Gunnison County,2006,14656
Colorado,Hinsdale County,2006,816
Colorado,Huerfano County,2006,7774
Colorado,Jackson County,2006,1383
Colorado,Jefferson County,2006,524507
Colorado,Kiowa County,2006,1360
Colorado,Kit Carson County,2006,7948
Colorado,Lake County,2006,7666
Colorado,La Plata County,2006,48834
Colorado,Larimer County,2006,281215
Colorado,Las Animas County,2006,15725
Colorado,Lincoln County,2006,5329
Colorado,Logan County,2006,20895
Colorado,Mesa County,2006,133651
Colorado,Mineral County,2006,916
Colorado,Moffat County,2006,13298
Colorado,Montezuma County,2006,24907
Colorado,Montrose County,2006,38098
Colorado,Morgan County,2006,27639
Colorado,Otero County,2006,18967
Colorado,Ouray County,2006,4219
Colorado,Park County,2006,16656
Colorado,Phillips County,2006,4482
Colorado,Pitkin County,2006,14905
Colorado,Prowers County,2006,13370
Colorado,Pueblo County,2006,151814
Colorado,Rio Blanco County,2006,6033
Colorado,Rio Grande County,2006,11839
Colorado,Routt County,2006,21722
Colorado,Saguache County,2006,6842
Colorado,San Juan County,2006,574
Colorado,San Miguel County,2006,7186
Colorado,Sedgwick County,2006,2416
Colorado,Summit County,2006,25745
Colorado,Teller County,2006,21440
Colorado,Washington County,2006,4666
Colorado,Weld County,2006,234387
Colorado,Yuma County,2006,9604
Connecticut,Connecticut,2006,3485162
Connecticut,Fairfield County,2006,888526
Connecticut,Hartford County,2006,871743
Connecticut,Litchfield County,2006,188393
Connecticut,Middlesex County,2006,163326
Connecticut,New Haven County,2006,841055
Connecticut,New London County,2006,268331
Connecticut,Tolland County,2006,147556
Connecticut,Windham County,2006,116232
Delaware,Delaware,2006,853022
Delaware,Kent County,2006,148041
Delaware,New Castle County,2006,524473
Delaware,Sussex County,2006,180508
Florida,Florida,2006,18088505
Florida,Alachua County,2006,237199
Florida,Baker County,2006,25021
Florida,Bay County,2006,163802
Florida,Bradford County,2006,28610
Florida,Brevard County,2006,530319
Florida,Broward County,2006,1762334
Florida,Calhoun County,2006,13394
Florida,Charlotte County,2006,154885
Florida,Citrus County,2006,136796
Florida,Clay County,2006,176720
Florida,Collier County,2006,311650
Florida,Columbia County,2006,66975
Florida,DeSoto County,2006,34764
Florida,Dixie County,2006,14859
Florida,Duval County,2006,842100
Florida,Escambia County,2006,305287
Florida,Flagler County,2006,82285
Florida,Franklin County,2006,11134
Florida,Gadsden County,2006,46109
Florida,Gilchrist County,2006,16558
Florida,Glades County,2006,11093
Florida,Gulf County,2006,15713
Florida,Hamilton County,2006,14124
Florida,Hardee County,2006,28192
Florida,Hendry County,2006,39106
Florida,Hernando County,2006,163551
Florida,Highlands County,2006,97265
Florida,Hillsborough County,2006,1158212
Florida,Holmes County,2006,19055
Florida,Indian River County,2006,129980
Florida,Jackson County,2006,48832
Florida,Jefferson County,2006,13988
Florida,Lafayette County,2006,8013
Florida,Lake County,2006,291330
Florida,Lee County,2006,565956
Florida,Leon County,2006,258104
Florida,Levy County,2006,38240
Florida,Liberty County,2006,7729
Florida,Madison County,2006,18981
Florida,Manatee County,2006,311553
Florida,Marion County,2006,313964
Florida,Martin County,2006,137740
Florida,Miami-Dade County,2006,2438702
Florida,Monroe County,2006,74104
Florida,Nassau County,2006,66529
Florida,Okaloosa County,2006,182462
Florida,Okeechobee County,2006,39813
Florida,Orange County,2006,1053941
Florida,Osceola County,2006,246259
Florida,Palm Beach County,2006,1265707
Florida,Pasco County,2006,444325
Florida,Pinellas County,2006,918551
Florida,Polk County,2006,557477
Florida,Putnam County,2006,73411
Florida,St. Johns County,2006,168762
Florida,St. Lucie County,2006,249741
Florida,Santa Rosa County,2006,144279
Florida,Sarasota County,2006,365613
Florida,Seminole County,2006,408464
Florida,Sumter County,2006,68577
Florida,Suwannee County,2006,38773
Florida,Taylor County,2006,20016
Florida,Union County,2006,14274
Florida,Volusia County,2006,494302
Florida,Wakulla County,2006,29158
Florida,Walton County,2006,51372
Florida,Washington County,2006,22371
Georgia,Georgia,2006,9330086
Georgia,Appling County,2006,17682
Georgia,Atkinson County,2006,8049
Georgia,Bacon County,2006,10345
Georgia,Baker County,2006,3902
Georgia,Baldwin County,2006,45754
Georgia,Banks County,2006,16121
Georgia,Barrow County,2006,63317
Georgia,Bartow County,2006,90369
Georgia,Ben Hill County,2006,17505
Georgia,Berrien County,2006,16699
Georgia,Bibb County,2006,154870
Georgia,Bleckley County,2006,12422
Georgia,Brantley County,2006,15363
Georgia,Brooks County,2006,16327
Georgia,Bryan County,2006,28808
Georgia,Bulloch County,2006,64860
Georgia,Burke County,2006,22731
Georgia,Butts County,2006,23101
Georgia,Calhoun County,2006,6086
Georgia,Camden County,2006,45601
Georgia,Candler County,2006,10246
Georgia,Carroll County,2006,108255
Georgia,Catoosa County,2006,60999
Georgia,Charlton County,2006,10767
Georgia,Chatham County,2006,243761
Georgia,Chattahoochee County,2006,13463
Georgia,Chattooga County,2006,26168
Georgia,Cherokee County,2006,194219
Georgia,Clarke County,2006,111524
Georgia,Clay County,2006,3162
Georgia,Clayton County,2006,268907
Georgia,Clinch County,2006,6935
Georgia,Cobb County,2006,679699
Georgia,Coffee County,2006,39881
Georgia,Colquitt County,2006,44101
Georgia,Columbia County,2006,105558
Georgia,Cook County,2006,16231
Georgia,Coweta County,2006,114324
Georgia,Crawford County,2006,12617
Georgia,Crisp County,2006,21914
Georgia,Dade County,2006,16018
Georgia,Dawson County,2006,20721
Georgia,Decatur County,2006,28377
Georgia,DeKalb County,2006,727078
Georgia,Dodge County,2006,19686
Georgia,Dooly County,2006,11702
Georgia,Dougherty County,2006,94990
Georgia,Douglas County,2006,118777
Georgia,Early County,2006,11974
Georgia,Echols County,2006,4113
Georgia,Effingham County,2006,48787
Georgia,Elbert County,2006,20679
Georgia,Emanuel County,2006,22455
Georgia,Evans County,2006,11307
Georgia,Fannin County,2006,22233
Georgia,Fayette County,2006,104842
Georgia,Floyd County,2006,94973
Georgia,Forsyth County,2006,148196
Georgia,Franklin County,2006,21646
Georgia,Fulton County,2006,963596
Georgia,Gilmer County,2006,28153
Georgia,Glascock County,2006,2708
Georgia,Glynn County,2006,73447
Georgia,Gordon County,2006,50931
Georgia,Grady County,2006,24621
Georgia,Greene County,2006,15486
Georgia,Gwinnett County,2006,746975
Georgia,Habersham County,2006,40873
Georgia,Hall County,2006,171867
Georgia,Hancock County,2006,9431
Georgia,Haralson County,2006,28256
Georgia,Harris County,2006,28296
Georgia,Hart County,2006,24129
Georgia,Heard County,2006,11382
Georgia,Henry County,2006,176995
Georgia,Houston County,2006,128214
Georgia,Irwin County,2006,10227
Georgia,Jackson County,2006,55777
Georgia,Jasper County,2006,13432
Georgia,Jeff Davis County,2006,13186
Georgia,Jefferson County,2006,16515
Georgia,Jenkins County,2006,8613
Georgia,Johnson County,2006,8970
Georgia,Jones County,2006,26924
Georgia,Lamar County,2006,16642
Georgia,Lanier County,2006,7677
Georgia,Laurens County,2006,47158
Georgia,Lee County,2006,32180
Georgia,Liberty County,2006,60362
Georgia,Lincoln County,2006,8076
Georgia,Long County,2006,11175
Georgia,Lowndes County,2006,100482
Georgia,Lumpkin County,2006,25935
Georgia,McDuffie County,2006,21563
Georgia,McIntosh County,2006,11123
Georgia,Macon County,2006,13469
Georgia,Madison County,2006,27451
Georgia,Marion County,2006,7075
Georgia,Meriwether County,2006,22976
Georgia,Miller County,2006,6131
Georgia,Mitchell County,2006,23700
Georgia,Monroe County,2006,24325
Georgia,Montgomery County,2006,9010
Georgia,Morgan County,2006,17774
Georgia,Murray County,2006,40664
Georgia,Muscogee County,2006,191528
Georgia,Newton County,2006,90657
Georgia,Oconee County,2006,30450
Georgia,Oglethorpe County,2006,13688
Georgia,Paulding County,2006,119959
Georgia,Peach County,2006,25169
Georgia,Pickens County,2006,29232
Georgia,Pierce County,2006,17412
Georgia,Pike County,2006,16602
Georgia,Polk County,2006,40946
Georgia,Pulaski County,2006,9761
Georgia,Putnam County,2006,19893
Georgia,Quitman County,2006,2641
Georgia,Rabun County,2006,16329
Georgia,Randolph County,2006,7345
Georgia,Richmond County,2006,197172
Georgia,Rockdale County,2006,79605
Georgia,Schley County,2006,3977
Georgia,Screven County,2006,15024
Georgia,Seminole County,2006,9049
Georgia,Spalding County,2006,62232
Georgia,Stephens County,2006,25155
Georgia,Stewart County,2006,4676
Georgia,Sumter County,2006,32504
Georgia,Talbot County,2006,6561
Georgia,Taliaferro County,2006,1861
Georgia,Tattnall County,2006,22996
Georgia,Taylor County,2006,8611
Georgia,Telfair County,2006,13176
Georgia,Terrell County,2006,10430
Georgia,Thomas County,2006,44764
Georgia,Tift County,2006,41516
Georgia,Toombs County,2006,27296
Georgia,Towns County,2006,10655
Georgia,Treutlen County,2006,6845
Georgia,Troup County,2006,62656
Georgia,Turner County,2006,9406
Georgia,Twiggs County,2006,10291
Georgia,Union County,2006,20376
Georgia,Upson County,2006,27430
Georgia,Walker County,2006,63915
Georgia,Walton County,2006,79295
Georgia,Ware County,2006,35538
Georgia,Warren County,2006,5930
Georgia,Washington County,2006,20520
Georgia,Wayne County,2006,28568
Georgia,Webster County,2006,2232
Georgia,Wheeler County,2006,6830
Georgia,White County,2006,24451
Georgia,Whitfield County,2006,91331
Georgia,Wilcox County,2006,8652
Georgia,Wilkes County,2006,10307
Georgia,Wilkinson County,2006,10019
Georgia,Worth County,2006,21473
Hawaii,Hawaii,2006,1275599
Hawaii,Hawaii County,2006,169540
Hawaii,Honolulu County,2006,903467
Hawaii,Kalawao County,2006,106
Hawaii,Kauai County,2006,62079
Hawaii,Maui County,2006,140407
Idaho,Idaho,2006,1464413
Idaho,Ada County,2006,360869
Idaho,Adams County,2006,3445
Idaho,Bannock County,2006,79524
Idaho,Bear Lake County,2006,5907
Idaho,Benewah County,2006,9254
Idaho,Bingham County,2006,43080
Idaho,Blaine County,2006,21515
Idaho,Boise County,2006,7473
Idaho,Bonner County,2006,40472
Idaho,Bonneville County,2006,93497
Idaho,Boundary County,2006,10617
Idaho,Butte County,2006,2735
Idaho,Camas County,2006,1061
Idaho,Canyon County,2006,171335
Idaho,Caribou County,2006,6873
Idaho,Cassia County,2006,20747
Idaho,Clark County,2006,934
Idaho,Clearwater County,2006,8286
Idaho,Custer County,2006,4077
Idaho,Elmore County,2006,28391
Idaho,Franklin County,2006,12003
Idaho,Fremont County,2006,12424
Idaho,Gem County,2006,16312
Idaho,Gooding County,2006,14197
Idaho,Idaho County,2006,15209
Idaho,Jefferson County,2006,21833
Idaho,Jerome County,2006,19611
Idaho,Kootenai County,2006,130353
Idaho,Latah County,2006,37375
Idaho,Lemhi County,2006,7792
Idaho,Lewis County,2006,3632
Idaho,Lincoln County,2006,4438
Idaho,Madison County,2006,36592
Idaho,Minidoka County,2006,18611
Idaho,Nez Perce County,2006,38533
Idaho,Oneida County,2006,4111
Idaho,Owyhee County,2006,10853
Idaho,Payette County,2006,22153
Idaho,Power County,2006,7722
Idaho,Shoshone County,2006,12872
Idaho,Teton County,2006,7846
Idaho,Twin Falls County,2006,71232
Idaho,Valley County,2006,8640
Idaho,Washington County,2006,9977
Illinois,Illinois,2006,12718011
Illinois,Adams County,2006,66922
Illinois,Alexander County,2006,8410
Illinois,Bond County,2006,18143
Illinois,Boone County,2006,51472
Illinois,Brown County,2006,6601
Illinois,Bureau County,2006,34914
Illinois,Calhoun County,2006,5121
Illinois,Carroll County,2006,15972
Illinois,Cass County,2006,13529
Illinois,Champaign County,2006,190599
Illinois,Christian County,2006,34642
Illinois,Clark County,2006,16786
Illinois,Clay County,2006,13815
Illinois,Clinton County,2006,36202
Illinois,Coles County,2006,52238
Illinois,Cook County,2006,5236986
Illinois,Crawford County,2006,19619
Illinois,Cumberland County,2006,10856
Illinois,DeKalb County,2006,102752
Illinois,De Witt County,2006,16419
Illinois,Douglas County,2006,19580
Illinois,DuPage County,2006,922190
Illinois,Edgar County,2006,18900
Illinois,Edwards County,2006,6520
Illinois,Effingham County,2006,34315
Illinois,Fayette County,2006,21086
Illinois,Ford County,2006,13957
Illinois,Franklin County,2006,39309
Illinois,Fulton County,2006,36984
Illinois,Gallatin County,2006,6026
Illinois,Greene County,2006,13862
Illinois,Grundy County,2006,45602
Illinois,Hamilton County,2006,8264
Illinois,Hancock County,2006,18893
Illinois,Hardin County,2006,4506
Illinois,Henderson County,2006,7602
Illinois,Henry County,2006,49526
Illinois,Iroquois County,2006,30063
Illinois,Jackson County,2006,59064
Illinois,Jasper County,2006,9669
Illinois,Jefferson County,2006,40109
Illinois,Jersey County,2006,22354
Illinois,Jo Daviess County,2006,22309
Illinois,Johnson County,2006,13687
Illinois,Kane County,2006,485142
Illinois,Kankakee County,2006,110108
Illinois,Kendall County,2006,87864
Illinois,Knox County,2006,52300
Illinois,Lake County,2006,698305
Illinois,LaSalle County,2006,112075
Illinois,Lawrence County,2006,16489
Illinois,Lee County,2006,34963
Illinois,Livingston County,2006,37997
Illinois,Logan County,2006,29938
Illinois,McDonough County,2006,32968
Illinois,McHenry County,2006,309214
Illinois,McLean County,2006,161802
Illinois,Macon County,2006,109025
Illinois,Macoupin County,2006,48165
Illinois,Madison County,2006,266119
Illinois,Marion County,2006,39736
Illinois,Marshall County,2006,12877
Illinois,Mason County,2006,15129
Illinois,Massac County,2006,15085
Illinois,Menard County,2006,12376
Illinois,Mercer County,2006,16478
Illinois,Monroe County,2006,31944
Illinois,Montgomery County,2006,29959
Illinois,Morgan County,2006,35435
Illinois,Moultrie County,2006,14270
Illinois,Ogle County,2006,54621
Illinois,Peoria County,2006,182550
Illinois,Perry County,2006,22667
Illinois,Piatt County,2006,16500
Illinois,Pike County,2006,16460
Illinois,Pope County,2006,4110
Illinois,Pulaski County,2006,6518
Illinois,Putnam County,2006,5925
Illinois,Randolph County,2006,33001
Illinois,Richland County,2006,15678
Illinois,Rock Island County,2006,146341
Illinois,St. Clair County,2006,260503
Illinois,Saline County,2006,25996
Illinois,Sangamon County,2006,193305
Illinois,Schuyler County,2006,6987
Illinois,Scott County,2006,5248
Illinois,Shelby County,2006,21890
Illinois,Stark County,2006,6106
Illinois,Stephenson County,2006,46957
Illinois,Tazewell County,2006,129837
Illinois,Union County,2006,18118
Illinois,Vermilion County,2006,81502
Illinois,Wabash County,2006,12306
Illinois,Warren County,2006,17639
Illinois,Washington County,2006,14852
Illinois,Wayne County,2006,16504
Illinois,White County,2006,14826
Illinois,Whiteside County,2006,59135
Illinois,Will County,2006,656075
Illinois,Williamson County,2006,63543
Illinois,Winnebago County,2006,292797
Illinois,Woodford County,2006,37376
Indiana,Indiana,2006,6301700
Indiana,Adams County,2006,33788
Indiana,Allen County,2006,345976
Indiana,Bartholomew County,2006,73972
Indiana,Benton County,2006,8775
Indiana,Blackford County,2006,13298
Indiana,Boone County,2006,52970
Indiana,Brown County,2006,14847
Indiana,Carroll County,2006,19916
Indiana,Cass County,2006,39312
Indiana,Clark County,2006,103834
Indiana,Clay County,2006,26770
Indiana,Clinton County,2006,33981
Indiana,Crawford County,2006,10932
Indiana,Daviess County,2006,29958
Indiana,Dearborn County,2006,49139
Indiana,Decatur County,2006,25064
Indiana,DeKalb County,2006,41494
Indiana,Delaware County,2006,115619
Indiana,Dubois County,2006,41102
Indiana,Elkhart County,2006,196691
Indiana,Fayette County,2006,24369
Indiana,Floyd County,2006,72283
Indiana,Fountain County,2006,17193
Indiana,Franklin County,2006,22978
Indiana,Fulton County,2006,20242
Indiana,Gibson County,2006,32981
Indiana,Grant County,2006,69435
Indiana,Greene County,2006,32877
Indiana,Hamilton County,2006,252406
Indiana,Hancock County,2006,64646
Indiana,Harrison County,2006,36696
Indiana,Hendricks County,2006,130185
Indiana,Henry County,2006,47372
Indiana,Howard County,2006,83911
Indiana,Huntington County,2006,38003
Indiana,Jackson County,2006,42042
Indiana,Jasper County,2006,31868
Indiana,Jay County,2006,21327
Indiana,Jefferson County,2006,32554
Indiana,Jennings County,2006,27975
Indiana,Johnson County,2006,133188
Indiana,Knox County,2006,37963
Indiana,Kosciusko County,2006,75801
Indiana,LaGrange County,2006,36636
Indiana,Lake County,2006,489333
Indiana,LaPorte County,2006,109179
Indiana,Lawrence County,2006,45843
Indiana,Madison County,2006,130902
Indiana,Marion County,2006,873347
Indiana,Marshall County,2006,46578
Indiana,Martin County,2006,10135
Indiana,Miami County,2006,36918
Indiana,Monroe County,2006,126644
Indiana,Montgomery County,2006,37735
Indiana,Morgan County,2006,69745
Indiana,Newton County,2006,13996
Indiana,Noble County,2006,47637
Indiana,Ohio County,2006,5884
Indiana,Orange County,2006,19431
Indiana,Owen County,2006,22331
Indiana,Parke County,2006,17129
Indiana,Perry County,2006,18810
Indiana,Pike County,2006,12597
Indiana,Porter County,2006,158242
Indiana,Posey County,2006,26355
Indiana,Pulaski County,2006,13792
Indiana,Putnam County,2006,36849
Indiana,Randolph County,2006,26041
Indiana,Ripley County,2006,27438
Indiana,Rush County,2006,17510
Indiana,St. Joseph County,2006,265527
Indiana,Scott County,2006,23637
Indiana,Shelby County,2006,43715
Indiana,Spencer County,2006,20250
Indiana,Starke County,2006,23361
Indiana,Steuben County,2006,33591
Indiana,Sullivan County,2006,21324
Indiana,Switzerland County,2006,9568
Indiana,Tippecanoe County,2006,160123
Indiana,Tipton County,2006,16144
Indiana,Union County,2006,7117
Indiana,Vanderburgh County,2006,174161
Indiana,Vermillion County,2006,16392
Indiana,Vigo County,2006,105445
Indiana,Wabash County,2006,33274
Indiana,Warren County,2006,8613
Indiana,Warrick County,2006,56211
Indiana,Washington County,2006,27817
Indiana,Wayne County,2006,68532
Indiana,Wells County,2006,27783
Indiana,White County,2006,23992
Indiana,Whitley County,2006,32353
Iowa,Iowa,2006,2964391
Iowa,Adair County,2006,7677
Iowa,Adams County,2006,4141
Iowa,Allamakee County,2006,14442
Iowa,Appanoose County,2006,13158
Iowa,Audubon County,2006,6179
Iowa,Benton County,2006,26571
Iowa,Black Hawk County,2006,126556
Iowa,Boone County,2006,26246
Iowa,Bremer County,2006,23531
Iowa,Buchanan County,2006,20875
Iowa,Buena Vista County,2006,19604
Iowa,Butler County,2006,14632
Iowa,Calhoun County,2006,10101
Iowa,Carroll County,2006,20766
Iowa,Cass County,2006,13912
Iowa,Cedar County,2006,18000
Iowa,Cerro Gordo County,2006,44048
